===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
621,,621,2022-01-24 17:20:00,1843.005,1843.68,1842.97,1843.64,0.0,-1.0,MyStrategy,621,738179.7222222222,Broker,621,10000.0,10000.0,BuySell,621,,,Trades - Net Profit/Loss,621,,
622,,622,2022-01-24 17:21:00,1843.64,1843.885,1843.34,1843.34,0.0,-1.0,MyStrategy,622,738179.7229166667,Broker,622,10000.0,10000.0,BuySell,622,,,Trades - Net Profit/Loss,622,,
623,,623,2022-01-24 17:22:00,1843.34,1843.495,1843.08,1843.17,0.0,-1.0,MyStrategy,623,738179.723611111,Broker,623,10000.0,10000.0,BuySell,623,,,Trades - Net Profit/Loss,623,,
624,,624,2022-01-24 17:23:00,1843.17,1843.39,1842.955,1842.975,0.0,-1.0,MyStrategy,624,738179.7243055556,Broker,624,10000.0,10000.0,BuySell,624,,,Trades - Net Profit/Loss,624,,
625,,625,2022-01-24 17:24:00,1842.975,1843.265,1842.82,1842.85,0.0,-1.0,MyStrategy,625,738179.725,Broker,625,10000.0,10000.0,BuySell,625,,,Trades - Net Profit/Loss,625,,
626,,626,2022-01-24 17:25:00,1842.85,1843.045,1842.69,1842.765,0.0,-1.0,MyStrategy,626,738179.7256944445,Broker,626,10000.0,10000.0,BuySell,626,,,Trades - Net Profit/Loss,626,,
627,,627,2022-01-24 17:26:00,1842.765,1842.805,1842.505,1842.76,0.0,-1.0,MyStrategy,627,738179.7263888889,Broker,627,10000.0,10000.0,BuySell,627,,,Trades - Net Profit/Loss,627,,
628,,628,2022-01-24 17:27:00,1842.76,1842.85,1842.53,1842.565,0.0,-1.0,MyStrategy,628,738179.7270833333,Broker,628,10000.0,10000.0,BuySell,628,,,Trades - Net Profit/Loss,628,,
629,,629,2022-01-24 17:28:00,1842.565,1842.855,1842.175,1842.77,0.0,-1.0,MyStrategy,629,738179.7277777778,Broker,629,10000.0,10000.0,BuySell,629,,,Trades - Net Profit/Loss,629,,
630,,630,2022-01-24 17:29:00,1842.77,1843.025,1842.615,1842.845,0.0,-1.0,MyStrategy,630,738179.7284722222,Broker,630,10000.0,10000.0,BuySell,630,,,Trades - Net Profit/Loss,630,,
631,,631,2022-01-24 17:30:00,1842.845,1843.105,1842.6,1842.695,0.0,-1.0,MyStrategy,631,738179.7291666666,Broker,631,10000.0,10000.0,BuySell,631,,,Trades - Net Profit/Loss,631,,
632,,632,2022-01-24 17:31:00,1842.695,1842.735,1842.3,1842.395,0.0,-1.0,MyStrategy,632,738179.7298611111,Broker,632,10000.0,10000.0,BuySell,632,,,Trades - Net Profit/Loss,632,,
633,,633,2022-01-24 17:32:00,1842.395,1842.485,1842.275,1842.365,0.0,-1.0,MyStrategy,633,738179.7305555556,Broker,633,10000.0,10000.0,BuySell,633,,,Trades - Net Profit/Loss,633,,
634,,634,2022-01-24 17:33:00,1842.365,1842.66,1842.32,1842.565,0.0,-1.0,MyStrategy,634,738179.73125,Broker,634,10000.0,10000.0,BuySell,634,,,Trades - Net Profit/Loss,634,,
635,,635,2022-01-24 17:34:00,1842.565,1842.875,1842.54,1842.8,0.0,-1.0,MyStrategy,635,738179.7319444445,Broker,635,10000.0,10000.0,BuySell,635,,,Trades - Net Profit/Loss,635,,
636,,636,2022-01-24 17:35:00,1842.8,1842.91,1842.635,1842.91,0.0,-1.0,MyStrategy,636,738179.7326388889,Broker,636,10000.0,10000.0,BuySell,636,,,Trades - Net Profit/Loss,636,,
637,,637,2022-01-24 17:36:00,1842.91,1842.915,1842.57,1842.645,0.0,-1.0,MyStrategy,637,738179.7333333333,Broker,637,10000.0,10000.0,BuySell,637,,,Trades - Net Profit/Loss,637,,
638,,638,2022-01-24 17:37:00,1842.645,1842.84,1842.635,1842.815,0.0,-1.0,MyStrategy,638,738179.7340277778,Broker,638,10000.0,10000.0,BuySell,638,,,Trades - Net Profit/Loss,638,,
639,,639,2022-01-24 17:38:00,1842.815,1842.89,1842.5,1842.525,0.0,-1.0,MyStrategy,639,738179.7347222222,Broker,639,10000.0,10000.0,BuySell,639,,,Trades - Net Profit/Loss,639,,
640,,640,2022-01-24 17:39:00,1842.525,1842.525,1842.17,1842.175,0.0,-1.0,MyStrategy,640,738179.7354166667,Broker,640,10000.0,10000.0,BuySell,640,,,Trades - Net Profit/Loss,640,,
641,,641,2022-01-24 17:40:00,1842.175,1842.42,1842.175,1842.405,0.0,-1.0,MyStrategy,641,738179.7361111111,Broker,641,10000.0,10000.0,BuySell,641,,,Trades - Net Profit/Loss,641,,
642,,642,2022-01-24 17:41:00,1842.405,1842.65,1842.255,1842.44,0.0,-1.0,MyStrategy,642,738179.7368055555,Broker,642,10000.0,10000.0,BuySell,642,,,Trades - Net Profit/Loss,642,,
643,,643,2022-01-24 17:42:00,1842.44,1842.47,1842.225,1842.385,0.0,-1.0,MyStrategy,643,738179.7375,Broker,643,10000.0,10000.0,BuySell,643,,,Trades - Net Profit/Loss,643,,
644,,644,2022-01-24 17:43:00,1842.385,1842.555,1842.195,1842.23,0.0,-1.0,MyStrategy,644,738179.7381944444,Broker,644,10000.0,10000.0,BuySell,644,,,Trades - Net Profit/Loss,644,,
645,,645,2022-01-24 17:44:00,1842.23,1842.465,1842.23,1842.4,0.0,-1.0,MyStrategy,645,738179.7388888889,Broker,645,10000.0,10000.0,BuySell,645,,,Trades - Net Profit/Loss,645,,
646,,646,2022-01-24 17:45:00,1842.4,1842.51,1841.95,1842.01,0.0,-1.0,MyStrategy,646,738179.7395833334,Broker,646,10000.0,10000.0,BuySell,646,,,Trades - Net Profit/Loss,646,,
647,,647,2022-01-24 17:46:00,1842.01,1842.165,1841.885,1841.94,0.0,-1.0,MyStrategy,647,738179.7402777778,Broker,647,10000.0,10000.0,BuySell,647,,,Trades - Net Profit/Loss,647,,
648,,648,2022-01-24 17:47:00,1841.94,1841.995,1841.575,1841.77,0.0,-1.0,MyStrategy,648,738179.7409722222,Broker,648,10000.0,10000.0,BuySell,648,,,Trades - Net Profit/Loss,648,,
649,,649,2022-01-24 17:48:00,1841.77,1841.905,1841.745,1841.78,0.0,-1.0,MyStrategy,649,738179.7416666667,Broker,649,10000.0,10000.0,BuySell,649,,,Trades - Net Profit/Loss,649,,
650,,650,2022-01-24 17:49:00,1841.78,1841.79,1841.205,1841.625,0.0,-1.0,MyStrategy,650,738179.7423611111,Broker,650,10000.0,10000.0,BuySell,650,,,Trades - Net Profit/Loss,650,,
651,,651,2022-01-24 17:50:00,1841.625,1841.66,1841.165,1841.45,0.0,-1.0,MyStrategy,651,738179.7430555555,Broker,651,10000.0,10000.0,BuySell,651,,,Trades - Net Profit/Loss,651,,
652,,652,2022-01-24 17:51:00,1841.45,1841.545,1841.235,1841.275,0.0,-1.0,MyStrategy,652,738179.74375,Broker,652,10000.0,10000.0,BuySell,652,,,Trades - Net Profit/Loss,652,,
653,,653,2022-01-24 17:52:00,1841.275,1841.315,1841.13,1841.295,0.0,-1.0,MyStrategy,653,738179.7444444444,Broker,653,10000.0,10000.0,BuySell,653,,,Trades - Net Profit/Loss,653,,
654,,654,2022-01-24 17:53:00,1841.295,1841.685,1841.155,1841.58,0.0,-1.0,MyStrategy,654,738179.745138889,Broker,654,10000.0,10000.0,BuySell,654,,,Trades - Net Profit/Loss,654,,
655,,655,2022-01-24 17:54:00,1841.58,1841.63,1841.425,1841.435,0.0,-1.0,MyStrategy,655,738179.7458333333,Broker,655,10000.0,10000.0,BuySell,655,,,Trades - Net Profit/Loss,655,,
656,,656,2022-01-24 17:55:00,1841.435,1841.735,1841.395,1841.61,0.0,-1.0,MyStrategy,656,738179.7465277778,Broker,656,10000.0,10000.0,BuySell,656,,,Trades - Net Profit/Loss,656,,
657,,657,2022-01-24 17:56:00,1841.61,1841.61,1841.38,1841.485,0.0,-1.0,MyStrategy,657,738179.7472222223,Broker,657,10000.0,10000.0,BuySell,657,,,Trades - Net Profit/Loss,657,,
658,,658,2022-01-24 17:57:00,1841.485,1841.865,1841.485,1841.76,0.0,-1.0,MyStrategy,658,738179.7479166667,Broker,658,10000.0,10000.0,BuySell,658,,,Trades - Net Profit/Loss,658,,
659,,659,2022-01-24 17:58:00,1841.76,1841.8,1841.28,1841.29,0.0,-1.0,MyStrategy,659,738179.7486111111,Broker,659,10000.0,10000.0,BuySell,659,,,Trades - Net Profit/Loss,659,,
660,,660,2022-01-24 17:59:00,1841.29,1841.335,1841.12,1841.215,0.0,-1.0,MyStrategy,660,738179.7493055556,Broker,660,10000.0,10000.0,BuySell,660,,,Trades - Net Profit/Loss,660,,
661,,661,2022-01-24 18:00:00,1841.215,1841.655,1841.215,1841.31,0.0,-1.0,MyStrategy,661,738179.75,Broker,661,10000.0,10000.0,BuySell,661,,,Trades - Net Profit/Loss,661,,
662,,662,2022-01-24 18:01:00,1841.31,1841.415,1841.15,1841.15,0.0,-1.0,MyStrategy,662,738179.7506944444,Broker,662,10000.0,10000.0,BuySell,662,,,Trades - Net Profit/Loss,662,,
663,,663,2022-01-24 18:02:00,1841.15,1841.215,1840.77,1840.81,0.0,-1.0,MyStrategy,663,738179.7513888889,Broker,663,10000.0,10000.0,BuySell,663,,,Trades - Net Profit/Loss,663,,
664,,664,2022-01-24 18:03:00,1840.81,1840.86,1840.395,1840.69,0.0,-1.0,MyStrategy,664,738179.7520833333,Broker,664,10000.0,10000.0,BuySell,664,,,Trades - Net Profit/Loss,664,,
665,,665,2022-01-24 18:04:00,1840.69,1840.755,1840.545,1840.755,0.0,-1.0,MyStrategy,665,738179.7527777777,Broker,665,10000.0,10000.0,BuySell,665,,,Trades - Net Profit/Loss,665,,
666,,666,2022-01-24 18:05:00,1840.755,1840.755,1840.33,1840.4,0.0,-1.0,MyStrategy,666,738179.7534722222,Broker,666,10000.0,10000.0,BuySell,666,,,Trades - Net Profit/Loss,666,,
667,,667,2022-01-24 18:06:00,1840.4,1840.725,1840.29,1840.65,0.0,-1.0,MyStrategy,667,738179.7541666667,Broker,667,10000.0,10000.0,BuySell,667,,,Trades - Net Profit/Loss,667,,
668,,668,2022-01-24 18:07:00,1840.65,1840.725,1840.255,1840.315,0.0,-1.0,MyStrategy,668,738179.754861111,Broker,668,10000.0,10000.0,BuySell,668,,,Trades - Net Profit/Loss,668,,
669,,669,2022-01-24 18:08:00,1840.315,1840.495,1840.075,1840.39,0.0,-1.0,MyStrategy,669,738179.7555555556,Broker,669,10000.0,10000.0,BuySell,669,,,Trades - Net Profit/Loss,669,,
670,,670,2022-01-24 18:09:00,1840.39,1840.45,1840.08,1840.155,0.0,-1.0,MyStrategy,670,738179.75625,Broker,670,10000.0,10000.0,BuySell,670,,,Trades - Net Profit/Loss,670,,
671,,671,2022-01-24 18:10:00,1840.155,1840.55,1840.1,1840.53,0.0,-1.0,MyStrategy,671,738179.7569444445,Broker,671,10000.0,10000.0,BuySell,671,,,Trades - Net Profit/Loss,671,,
672,,672,2022-01-24 18:11:00,1840.53,1841.23,1840.525,1841.13,0.0,-1.0,MyStrategy,672,738179.7576388889,Broker,672,10000.0,10000.0,BuySell,672,,,Trades - Net Profit/Loss,672,,
673,,673,2022-01-24 18:12:00,1841.13,1842.005,1841.13,1841.985,0.0,-1.0,MyStrategy,673,738179.7583333333,Broker,673,10000.0,10000.0,BuySell,673,,,Trades - Net Profit/Loss,673,,
674,,674,2022-01-24 18:13:00,1841.985,1842.115,1841.22,1841.335,0.0,-1.0,MyStrategy,674,738179.7590277778,Broker,674,10000.0,10000.0,BuySell,674,,,Trades - Net Profit/Loss,674,,
675,,675,2022-01-24 18:14:00,1841.335,1841.705,1841.185,1841.645,0.0,-1.0,MyStrategy,675,738179.7597222222,Broker,675,10000.0,10000.0,BuySell,675,,,Trades - Net Profit/Loss,675,,
676,,676,2022-01-24 18:15:00,1841.645,1842.105,1841.435,1841.435,0.0,-1.0,MyStrategy,676,738179.7604166666,Broker,676,10000.0,10000.0,BuySell,676,,,Trades - Net Profit/Loss,676,,
677,,677,2022-01-24 18:16:00,1841.435,1841.75,1841.06,1841.51,0.0,-1.0,MyStrategy,677,738179.7611111111,Broker,677,10000.0,10000.0,BuySell,677,,,Trades - Net Profit/Loss,677,,
678,,678,2022-01-24 18:17:00,1841.51,1842.125,1841.435,1841.835,0.0,-1.0,MyStrategy,678,738179.7618055556,Broker,678,10000.0,10000.0,BuySell,678,,,Trades - Net Profit/Loss,678,,
679,,679,2022-01-24 18:18:00,1841.835,1842.085,1841.755,1842.085,0.0,-1.0,MyStrategy,679,738179.7625,Broker,679,10000.0,10000.0,BuySell,679,,,Trades - Net Profit/Loss,679,,
680,,680,2022-01-24 18:19:00,1842.085,1842.245,1842.02,1842.14,0.0,-1.0,MyStrategy,680,738179.7631944445,Broker,680,10000.0,10000.0,BuySell,680,,,Trades - Net Profit/Loss,680,,
681,,681,2022-01-24 18:20:00,1842.14,1842.235,1841.46,1841.485,0.0,-1.0,MyStrategy,681,738179.7638888889,Broker,681,10000.0,10000.0,BuySell,681,,,Trades - Net Profit/Loss,681,,
682,,682,2022-01-24 18:21:00,1841.485,1841.78,1841.485,1841.525,0.0,-1.0,MyStrategy,682,738179.7645833333,Broker,682,10000.0,10000.0,BuySell,682,,,Trades - Net Profit/Loss,682,,
683,,683,2022-01-24 18:22:00,1841.525,1841.525,1841.27,1841.48,0.0,-1.0,MyStrategy,683,738179.7652777778,Broker,683,10000.0,10000.0,BuySell,683,,,Trades - Net Profit/Loss,683,,
684,,684,2022-01-24 18:23:00,1841.48,1841.645,1841.15,1841.15,0.0,-1.0,MyStrategy,684,738179.7659722222,Broker,684,10000.0,10000.0,BuySell,684,,,Trades - Net Profit/Loss,684,,
685,,685,2022-01-24 18:24:00,1841.15,1841.385,1840.885,1840.915,0.0,-1.0,MyStrategy,685,738179.7666666667,Broker,685,10000.0,10000.0,BuySell,685,,,Trades - Net Profit/Loss,685,,
686,,686,2022-01-24 18:25:00,1840.915,1841.185,1840.915,1841.095,0.0,-1.0,MyStrategy,686,738179.7673611111,Broker,686,10000.0,10000.0,BuySell,686,,,Trades - Net Profit/Loss,686,,
687,,687,2022-01-24 18:26:00,1841.095,1841.365,1840.94,1841.295,0.0,-1.0,MyStrategy,687,738179.7680555555,Broker,687,10000.0,10000.0,BuySell,687,,,Trades - Net Profit/Loss,687,,
688,,688,2022-01-24 18:27:00,1841.295,1841.375,1840.955,1840.99,0.0,-1.0,MyStrategy,688,738179.76875,Broker,688,10000.0,10000.0,BuySell,688,,,Trades - Net Profit/Loss,688,,
689,,689,2022-01-24 18:28:00,1840.99,1841.0,1840.13,1840.155,0.0,-1.0,MyStrategy,689,738179.7694444444,Broker,689,10000.0,10000.0,BuySell,689,,,Trades - Net Profit/Loss,689,,
690,,690,2022-01-24 18:29:00,1840.155,1840.185,1839.475,1839.81,0.0,-1.0,MyStrategy,690,738179.7701388889,Broker,690,10000.0,10000.0,BuySell,690,,,Trades - Net Profit/Loss,690,,
691,,691,2022-01-24 18:30:00,1839.81,1840.005,1838.74,1838.74,0.0,-1.0,MyStrategy,691,738179.7708333334,Broker,691,10000.0,10000.0,BuySell,691,,,Trades - Net Profit/Loss,691,,
692,,692,2022-01-24 18:31:00,1838.74,1838.97,1838.555,1838.595,0.0,-1.0,MyStrategy,692,738179.7715277778,Broker,692,10000.0,10000.0,BuySell,692,,,Trades - Net Profit/Loss,692,,
693,,693,2022-01-24 18:32:00,1838.595,1839.13,1838.595,1838.74,0.0,-1.0,MyStrategy,693,738179.7722222222,Broker,693,10000.0,10000.0,BuySell,693,,,Trades - Net Profit/Loss,693,,
694,,694,2022-01-24 18:33:00,1838.74,1838.97,1838.555,1838.56,0.0,-1.0,MyStrategy,694,738179.7729166667,Broker,694,10000.0,10000.0,BuySell,694,,,Trades - Net Profit/Loss,694,,
695,,695,2022-01-24 18:34:00,1838.56,1838.6,1837.9,1837.995,0.0,-1.0,MyStrategy,695,738179.7736111111,Broker,695,10000.0,10000.0,BuySell,695,,,Trades - Net Profit/Loss,695,,
696,,696,2022-01-24 18:35:00,1837.995,1838.23,1837.64,1837.735,0.0,-1.0,MyStrategy,696,738179.7743055555,Broker,696,10000.0,10000.0,BuySell,696,,,Trades - Net Profit/Loss,696,,
697,,697,2022-01-24 18:36:00,1837.735,1838.63,1837.725,1838.34,0.0,-1.0,MyStrategy,697,738179.775,Broker,697,10000.0,10000.0,BuySell,697,,,Trades - Net Profit/Loss,697,,
698,,698,2022-01-24 18:37:00,1838.34,1838.395,1838.095,1838.195,0.0,-1.0,MyStrategy,698,738179.7756944444,Broker,698,10000.0,10000.0,BuySell,698,,,Trades - Net Profit/Loss,698,,
699,,699,2022-01-24 18:38:00,1838.195,1838.2,1837.61,1837.715,0.0,-1.0,MyStrategy,699,738179.776388889,Broker,699,10000.0,10000.0,BuySell,699,,,Trades - Net Profit/Loss,699,,
700,,700,2022-01-24 18:39:00,1837.715,1838.39,1837.715,1838.345,0.0,-1.0,MyStrategy,700,738179.7770833333,Broker,700,10000.0,10000.0,BuySell,700,,,Trades - Net Profit/Loss,700,,
701,,701,2022-01-24 18:40:00,1838.345,1838.8,1838.305,1838.8,0.0,-1.0,MyStrategy,701,738179.7777777778,Broker,701,10000.0,10000.0,BuySell,701,,,Trades - Net Profit/Loss,701,,
702,,702,2022-01-24 18:41:00,1838.8,1839.015,1838.35,1838.915,0.0,-1.0,MyStrategy,702,738179.7784722223,Broker,702,10000.0,10000.0,BuySell,702,,,Trades - Net Profit/Loss,702,,
703,,703,2022-01-24 18:42:00,1838.915,1839.445,1838.705,1838.74,0.0,-1.0,MyStrategy,703,738179.7791666667,Broker,703,10000.0,10000.0,BuySell,703,,,Trades - Net Profit/Loss,703,,
704,,704,2022-01-24 18:43:00,1838.74,1838.925,1838.305,1838.32,0.0,-1.0,MyStrategy,704,738179.7798611111,Broker,704,10000.0,10000.0,BuySell,704,,,Trades - Net Profit/Loss,704,,
705,,705,2022-01-24 18:44:00,1838.32,1838.475,1838.185,1838.21,0.0,-1.0,MyStrategy,705,738179.7805555556,Broker,705,10000.0,10000.0,BuySell,705,,,Trades - Net Profit/Loss,705,,
706,,706,2022-01-24 18:45:00,1838.21,1838.625,1838.185,1838.435,0.0,-1.0,MyStrategy,706,738179.78125,Broker,706,10000.0,10000.0,BuySell,706,,,Trades - Net Profit/Loss,706,,
707,,707,2022-01-24 18:46:00,1838.435,1839.17,1838.42,1839.13,0.0,-1.0,MyStrategy,707,738179.7819444444,Broker,707,10000.0,10000.0,BuySell,707,,,Trades - Net Profit/Loss,707,,
708,,708,2022-01-24 18:47:00,1839.13,1839.375,1838.955,1839.24,0.0,-1.0,MyStrategy,708,738179.7826388889,Broker,708,10000.0,10000.0,BuySell,708,,,Trades - Net Profit/Loss,708,,
709,,709,2022-01-24 18:48:00,1839.24,1839.635,1839.155,1839.295,0.0,-1.0,MyStrategy,709,738179.7833333333,Broker,709,10000.0,10000.0,BuySell,709,,,Trades - Net Profit/Loss,709,,
710,,710,2022-01-24 18:49:00,1839.295,1839.6,1839.235,1839.415,0.0,-1.0,MyStrategy,710,738179.7840277777,Broker,710,10000.0,10000.0,BuySell,710,,,Trades - Net Profit/Loss,710,,
711,,711,2022-01-24 18:50:00,1839.415,1839.7,1839.155,1839.675,0.0,-1.0,MyStrategy,711,738179.7847222222,Broker,711,10000.0,10000.0,BuySell,711,,,Trades - Net Profit/Loss,711,,
712,,712,2022-01-24 18:51:00,1839.675,1839.875,1839.415,1839.415,0.0,-1.0,MyStrategy,712,738179.7854166667,Broker,712,10000.0,10000.0,BuySell,712,,,Trades - Net Profit/Loss,712,,
713,,713,2022-01-24 18:52:00,1839.415,1839.96,1839.38,1839.945,0.0,-1.0,MyStrategy,713,738179.786111111,Broker,713,10000.0,10000.0,BuySell,713,,,Trades - Net Profit/Loss,713,,
714,,714,2022-01-24 18:53:00,1839.945,1840.05,1839.77,1839.915,0.0,-1.0,MyStrategy,714,738179.7868055556,Broker,714,10000.0,10000.0,BuySell,714,,,Trades - Net Profit/Loss,714,,
715,,715,2022-01-24 18:54:00,1839.915,1840.195,1839.775,1840.03,0.0,-1.0,MyStrategy,715,738179.7875,Broker,715,10000.0,10000.0,BuySell,715,,,Trades - Net Profit/Loss,715,,
716,,716,2022-01-24 18:55:00,1840.03,1840.485,1840.03,1840.125,0.0,-1.0,MyStrategy,716,738179.7881944445,Broker,716,10000.0,10000.0,BuySell,716,,,Trades - Net Profit/Loss,716,,
717,,717,2022-01-24 18:56:00,1840.125,1840.125,1839.88,1840.005,0.0,-1.0,MyStrategy,717,738179.7888888889,Broker,717,10000.0,10000.0,BuySell,717,,,Trades - Net Profit/Loss,717,,
718,,718,2022-01-24 18:57:00,1840.005,1840.225,1839.65,1839.685,0.0,-1.0,MyStrategy,718,738179.7895833333,Broker,718,10000.0,10000.0,BuySell,718,,,Trades - Net Profit/Loss,718,,
719,,719,2022-01-24 18:58:00,1839.685,1840.105,1839.56,1840.015,0.0,-1.0,MyStrategy,719,738179.7902777778,Broker,719,10000.0,10000.0,BuySell,719,,,Trades - Net Profit/Loss,719,,
720,,720,2022-01-24 18:59:00,1840.015,1840.09,1839.895,1839.98,0.0,-1.0,MyStrategy,720,738179.7909722222,Broker,720,10000.0,10000.0,BuySell,720,,,Trades - Net Profit/Loss,720,,
721,,721,2022-01-24 19:00:00,1839.98,1840.48,1839.98,1840.04,0.0,-1.0,MyStrategy,721,738179.7916666666,Broker,721,10000.0,10000.0,BuySell,721,,,Trades - Net Profit/Loss,721,,
722,,722,2022-01-24 19:01:00,1840.04,1840.19,1839.9,1840.125,0.0,-1.0,MyStrategy,722,738179.7923611111,Broker,722,10000.0,10000.0,BuySell,722,,,Trades - Net Profit/Loss,722,,
723,,723,2022-01-24 19:02:00,1840.125,1840.245,1840.06,1840.165,0.0,-1.0,MyStrategy,723,738179.7930555556,Broker,723,10000.0,10000.0,BuySell,723,,,Trades - Net Profit/Loss,723,,
724,,724,2022-01-24 19:03:00,1840.165,1840.19,1839.9,1840.045,0.0,-1.0,MyStrategy,724,738179.79375,Broker,724,10000.0,10000.0,BuySell,724,,,Trades - Net Profit/Loss,724,,
725,,725,2022-01-24 19:04:00,1840.045,1840.05,1839.78,1839.82,0.0,-1.0,MyStrategy,725,738179.7944444445,Broker,725,10000.0,10000.0,BuySell,725,,,Trades - Net Profit/Loss,725,,
726,,726,2022-01-24 19:05:00,1839.82,1839.845,1839.45,1839.475,0.0,-1.0,MyStrategy,726,738179.7951388889,Broker,726,10000.0,10000.0,BuySell,726,,,Trades - Net Profit/Loss,726,,
727,,727,2022-01-24 19:06:00,1839.475,1839.625,1839.405,1839.62,0.0,-1.0,MyStrategy,727,738179.7958333333,Broker,727,10000.0,10000.0,BuySell,727,,,Trades - Net Profit/Loss,727,,
728,,728,2022-01-24 19:07:00,1839.62,1839.625,1839.13,1839.185,0.0,-1.0,MyStrategy,728,738179.7965277778,Broker,728,10000.0,10000.0,BuySell,728,,,Trades - Net Profit/Loss,728,,
729,,729,2022-01-24 19:08:00,1839.185,1839.3,1839.09,1839.12,0.0,-1.0,MyStrategy,729,738179.7972222222,Broker,729,10000.0,10000.0,BuySell,729,,,Trades - Net Profit/Loss,729,,
730,,730,2022-01-24 19:09:00,1839.12,1839.15,1838.815,1838.89,0.0,-1.0,MyStrategy,730,738179.7979166667,Broker,730,10000.0,10000.0,BuySell,730,,,Trades - Net Profit/Loss,730,,
731,,731,2022-01-24 19:10:00,1838.89,1838.98,1838.645,1838.87,0.0,-1.0,MyStrategy,731,738179.7986111111,Broker,731,10000.0,10000.0,BuySell,731,,,Trades - Net Profit/Loss,731,,
732,,732,2022-01-24 19:11:00,1838.87,1839.38,1838.845,1839.29,0.0,-1.0,MyStrategy,732,738179.7993055555,Broker,732,10000.0,10000.0,BuySell,732,,,Trades - Net Profit/Loss,732,,
733,,733,2022-01-24 19:12:00,1839.29,1839.335,1839.18,1839.25,0.0,-1.0,MyStrategy,733,738179.8,Broker,733,10000.0,10000.0,BuySell,733,,,Trades - Net Profit/Loss,733,,
734,,734,2022-01-24 19:13:00,1839.25,1839.475,1839.065,1839.145,0.0,-1.0,MyStrategy,734,738179.8006944444,Broker,734,10000.0,10000.0,BuySell,734,,,Trades - Net Profit/Loss,734,,
735,,735,2022-01-24 19:14:00,1839.145,1839.595,1839.14,1839.535,0.0,-1.0,MyStrategy,735,738179.8013888889,Broker,735,10000.0,10000.0,BuySell,735,,,Trades - Net Profit/Loss,735,,
736,,736,2022-01-24 19:15:00,1839.535,1839.535,1838.9,1838.975,0.0,-1.0,MyStrategy,736,738179.8020833334,Broker,736,10000.0,10000.0,BuySell,736,,,Trades - Net Profit/Loss,736,,
