datetime,open,high,low,close,volume,openinterest
2022-03-05 0:00,1958.03,1958.535,1957.5,1957.58,-1,0
2022-03-05 0:00,1958.03,1958.535,1957.5,1957.58,-1,0
2022-03-05 0:01,1957.58,1957.63,1956.72,1957.04,-1,0
2022-03-05 0:01,1957.58,1957.63,1956.72,1957.04,-1,0
2022-03-05 0:02,1957.04,1957.365,1956.795,1957.265,-1,0
2022-03-05 0:02,1957.04,1957.365,1956.795,1957.265,-1,0
2022-03-05 0:03,1957.265,1957.7,1956.83,1957.265,-1,0
2022-03-05 0:03,1957.265,1957.7,1956.83,1957.265,-1,0
2022-03-05 0:04,1957.265,1957.945,1957.025,1957.75,-1,0
2022-03-05 0:04,1957.265,1957.945,1957.025,1957.75,-1,0
2022-03-05 0:05,1957.75,1959.165,1957.73,1958.85,-1,0
2022-03-05 0:05,1957.75,1959.165,1957.73,1958.85,-1,0
2022-03-05 0:06,1958.85,1959.92,1958.635,1959.775,-1,0
2022-03-05 0:06,1958.85,1959.92,1958.635,1959.775,-1,0
2022-03-05 0:07,1959.775,1960.385,1959.76,1960.28,-1,0
2022-03-05 0:07,1959.775,1960.385,1959.76,1960.28,-1,0
2022-03-05 0:08,1960.28,1960.805,1960.015,1960.795,-1,0
2022-03-05 0:08,1960.28,1960.805,1960.015,1960.795,-1,0
2022-03-05 0:09,1960.795,1961.62,1960.56,1961.615,-1,0
2022-03-05 0:09,1960.795,1961.62,1960.56,1961.615,-1,0
2022-03-05 0:10,1961.615,1961.79,1960.65,1960.86,-1,0
2022-03-05 0:10,1961.615,1961.79,1960.65,1960.86,-1,0
2022-03-05 0:11,1960.86,1961.24,1960.275,1960.315,-1,0
2022-03-05 0:11,1960.86,1961.24,1960.275,1960.315,-1,0
2022-03-05 0:12,1960.315,1961.55,1960.17,1961.52,-1,0
2022-03-05 0:12,1960.315,1961.55,1960.17,1961.52,-1,0
2022-03-05 0:13,1961.52,1962.025,1961.445,1961.445,-1,0
2022-03-05 0:13,1961.52,1962.025,1961.445,1961.445,-1,0
2022-03-05 0:14,1961.445,1961.92,1960.995,1961.19,-1,0
2022-03-05 0:14,1961.445,1961.92,1960.995,1961.19,-1,0
2022-03-05 0:15,1961.19,1961.74,1960.825,1961.095,-1,0
2022-03-05 0:15,1961.19,1961.74,1960.825,1961.095,-1,0
2022-03-05 0:16,1961.095,1961.72,1960.74,1960.77,-1,0
2022-03-05 0:16,1961.095,1961.72,1960.74,1960.77,-1,0
2022-03-05 0:17,1960.77,1961.525,1960.37,1960.795,-1,0
2022-03-05 0:17,1960.77,1961.525,1960.37,1960.795,-1,0
2022-03-05 0:18,1960.795,1961.39,1960.665,1960.94,-1,0
2022-03-05 0:18,1960.795,1961.39,1960.665,1960.94,-1,0
