datetime,open,high,low,close,volume,openinterest
2022-01-24 7:45,1835.82,1835.83,1835.53,1835.78,-1,-1
2022-01-24 7:46,1835.78,1835.97,1835.58,1835.73,-1,-1
2022-01-24 7:47,1835.73,1835.955,1835.68,1835.795,-1,-1
2022-01-24 7:48,1835.795,1835.805,1835.635,1835.65,-1,-1
2022-01-24 7:49,1835.65,1835.65,1834.91,1835.11,-1,-1
2022-01-24 7:50,1835.11,1835.2,1834.965,1834.99,-1,-1
2022-01-24 7:51,1834.99,1834.99,1834.42,1834.5,-1,-1
2022-01-24 7:52,1834.5,1834.65,1834.4,1834.46,-1,-1
2022-01-24 7:53,1834.46,1834.73,1834.33,1834.37,-1,-1
2022-01-24 7:54,1834.37,1834.63,1834.33,1834.56,-1,-1
2022-01-24 7:55,1834.56,1834.73,1834.5,1834.61,-1,-1
2022-01-24 7:56,1834.61,1834.89,1834.48,1834.515,-1,-1
2022-01-24 7:57,1834.515,1834.535,1834.28,1834.3,-1,-1
2022-01-24 7:58,1834.3,1834.68,1834.18,1834.66,-1,-1
2022-01-24 7:59,1834.66,1834.87,1834.49,1834.8,-1,-1
2022-01-24 8:00,1834.8,1835.015,1834.515,1834.555,-1,-1
2022-01-24 8:01,1834.555,1834.555,1833.49,1833.53,-1,-1
2022-01-24 8:02,1833.53,1833.78,1833.455,1833.47,-1,-1
2022-01-24 8:03,1833.47,1833.65,1833.265,1833.28,-1,-1
2022-01-24 8:04,1833.28,1834.225,1833.28,1834.2,-1,-1
2022-01-24 8:05,1834.2,1834.29,1833.99,1834.205,-1,-1
2022-01-24 8:06,1834.205,1834.555,1834.145,1834.55,-1,-1
2022-01-24 8:07,1834.55,1834.615,1834.28,1834.375,-1,-1
2022-01-24 8:08,1834.375,1834.375,1833.985,1834.28,-1,-1
2022-01-24 8:09,1834.28,1834.34,1834.05,1834.085,-1,-1
2022-01-24 8:10,1834.085,1834.085,1833.735,1833.79,-1,-1
2022-01-24 8:11,1833.79,1833.91,1833.645,1833.895,-1,-1
2022-01-24 8:12,1833.895,1833.93,1833.75,1833.885,-1,-1
2022-01-24 8:13,1833.885,1834.075,1833.845,1834.075,-1,-1
2022-01-24 8:14,1834.075,1834.155,1833.945,1833.945,-1,-1
2022-01-24 8:15,1833.945,1834.15,1833.905,1834.075,-1,-1
2022-01-24 8:16,1834.075,1834.295,1834.06,1834.22,-1,-1
2022-01-24 8:17,1834.22,1834.33,1833.95,1833.96,-1,-1
2022-01-24 8:18,1833.96,1833.96,1833.61,1833.68,-1,-1
2022-01-24 8:19,1833.68,1833.725,1833.52,1833.56,-1,-1
2022-01-24 8:20,1833.56,1833.575,1833.375,1833.535,-1,-1
2022-01-24 8:21,1833.535,1833.72,1833.53,1833.72,-1,-1
2022-01-24 8:22,1833.72,1833.99,1833.63,1833.99,-1,-1
2022-01-24 8:23,1833.99,1834.28,1833.92,1834.27,-1,-1
2022-01-24 8:24,1834.27,1834.27,1834.055,1834.14,-1,-1
2022-01-24 8:25,1834.14,1834.14,1833.995,1834.105,-1,-1
2022-01-24 8:26,1834.105,1834.105,1833.945,1833.95,-1,-1
2022-01-24 8:27,1833.95,1834.055,1833.83,1833.84,-1,-1
2022-01-24 8:28,1833.84,1833.88,1833.765,1833.88,-1,-1
2022-01-24 8:29,1833.88,1834.065,1833.825,1834.025,-1,-1
2022-01-24 8:30,1834.025,1834.14,1833.96,1834.065,-1,-1
2022-01-24 8:31,1834.065,1834.065,1833.685,1833.685,-1,-1
2022-01-24 8:32,1833.685,1833.73,1833.48,1833.495,-1,-1
2022-01-24 8:33,1833.495,1833.585,1833.465,1833.51,-1,-1
2022-01-24 8:34,1833.51,1833.64,1833.505,1833.515,-1,-1
2022-01-24 8:35,1833.515,1833.565,1833.5,1833.505,-1,-1
2022-01-24 8:36,1833.505,1833.695,1833.505,1833.695,-1,-1
2022-01-24 8:37,1833.695,1833.705,1833.5,1833.555,-1,-1
2022-01-24 8:38,1833.555,1833.915,1833.515,1833.88,-1,-1
2022-01-24 8:39,1833.88,1834.005,1833.765,1833.99,-1,-1
2022-01-24 8:40,1833.99,1834,1833.89,1833.99,-1,-1
2022-01-24 8:41,1833.99,1834.035,1833.765,1833.905,-1,-1
2022-01-24 8:42,1833.905,1833.935,1833.5,1833.505,-1,-1
2022-01-24 8:43,1833.505,1833.905,1833.5,1833.85,-1,-1
2022-01-24 8:44,1833.85,1833.85,1833.53,1833.56,-1,-1
2022-01-24 8:45,1833.56,1833.585,1833.32,1833.4,-1,-1
2022-01-24 8:46,1833.4,1833.64,1833.35,1833.52,-1,-1
2022-01-24 8:47,1833.52,1833.555,1833.345,1833.375,-1,-1
2022-01-24 8:48,1833.375,1833.375,1833.165,1833.235,-1,-1
2022-01-24 8:49,1833.235,1833.745,1833.185,1833.74,-1,-1
2022-01-24 8:50,1833.74,1833.88,1833.645,1833.835,-1,-1
2022-01-24 8:51,1833.835,1833.9,1833.655,1833.9,-1,-1
2022-01-24 8:52,1833.9,1834.175,1833.9,1833.93,-1,-1
2022-01-24 8:53,1833.93,1834.015,1833.815,1833.91,-1,-1
2022-01-24 8:54,1833.91,1834.41,1833.91,1834.33,-1,-1
2022-01-24 8:55,1834.33,1834.33,1833.91,1833.93,-1,-1
2022-01-24 8:56,1833.93,1833.95,1833.815,1833.915,-1,-1
2022-01-24 8:57,1833.915,1833.92,1833.62,1833.725,-1,-1
2022-01-24 8:58,1833.725,1833.765,1833.4,1833.4,-1,-1
2022-01-24 8:59,1833.4,1833.415,1833.2,1833.265,-1,-1
2022-01-24 9:00,1833.265,1833.38,1832.955,1833.305,-1,-1
2022-01-24 9:01,1833.305,1833.46,1832.995,1833.015,-1,-1
2022-01-24 9:02,1833.015,1833.375,1833.005,1833.365,-1,-1
2022-01-24 9:03,1833.365,1833.96,1833.1,1833.715,-1,-1
2022-01-24 9:04,1833.715,1833.765,1833.115,1833.305,-1,-1
2022-01-24 9:05,1833.305,1833.66,1833.125,1833.545,-1,-1
2022-01-24 9:06,1833.545,1833.945,1833.35,1833.36,-1,-1
2022-01-24 9:07,1833.36,1833.395,1833.08,1833.32,-1,-1
2022-01-24 9:08,1833.32,1833.89,1833.265,1833.525,-1,-1
2022-01-24 9:09,1833.525,1833.58,1833.31,1833.525,-1,-1
2022-01-24 9:10,1833.525,1833.92,1833.41,1833.805,-1,-1
2022-01-24 9:11,1833.805,1834.21,1833.76,1834.2,-1,-1
2022-01-24 9:12,1834.2,1834.345,1834.1,1834.17,-1,-1
2022-01-24 9:13,1834.17,1834.315,1833.85,1833.89,-1,-1
2022-01-24 9:14,1833.89,1833.89,1833.485,1833.515,-1,-1
2022-01-24 9:15,1833.515,1833.515,1832.72,1832.77,-1,-1
2022-01-24 9:16,1832.77,1833.43,1832.77,1833.385,-1,-1
2022-01-24 9:17,1833.385,1833.43,1832.995,1833.205,-1,-1
2022-01-24 9:18,1833.205,1833.52,1833.2,1833.49,-1,-1
2022-01-24 9:19,1833.49,1833.49,1833.13,1833.26,-1,-1
2022-01-24 9:20,1833.26,1833.395,1833.115,1833.3,-1,-1
2022-01-24 9:21,1833.3,1833.3,1832.88,1832.99,-1,-1
2022-01-24 9:22,1832.99,1832.99,1832.695,1832.865,-1,-1
2022-01-24 9:23,1832.865,1832.97,1832.735,1832.88,-1,-1
2022-01-24 9:24,1832.88,1833.045,1832.68,1833.01,-1,-1
2022-01-24 9:25,1833.01,1833.115,1832.785,1832.795,-1,-1
2022-01-24 9:26,1832.795,1833.205,1832.77,1833.18,-1,-1
2022-01-24 9:27,1833.18,1833.18,1832.94,1833.105,-1,-1
2022-01-24 9:28,1833.105,1833.12,1832.98,1833.055,-1,-1
2022-01-24 9:29,1833.055,1833.12,1832.615,1832.74,-1,-1
2022-01-24 9:30,1832.74,1833.45,1832.695,1833.45,-1,-1
2022-01-24 9:31,1833.45,1834.23,1833.36,1834.165,-1,-1
2022-01-24 9:32,1834.165,1834.65,1834.165,1834.65,-1,-1
2022-01-24 9:33,1834.65,1834.84,1834.585,1834.735,-1,-1
2022-01-24 9:34,1834.735,1835.31,1834.695,1835.23,-1,-1
2022-01-24 9:35,1835.23,1835.53,1835.225,1835.51,-1,-1
2022-01-24 9:36,1835.51,1835.65,1835.33,1835.395,-1,-1
2022-01-24 9:37,1835.395,1835.905,1835.34,1835.72,-1,-1
2022-01-24 9:38,1835.72,1835.72,1835.385,1835.63,-1,-1
2022-01-24 9:39,1835.63,1835.94,1835.58,1835.64,-1,-1
2022-01-24 9:40,1835.64,1835.675,1835.34,1835.49,-1,-1
2022-01-24 9:41,1835.49,1835.93,1835.49,1835.84,-1,-1
2022-01-24 9:42,1835.84,1835.84,1835.59,1835.67,-1,-1
2022-01-24 9:43,1835.67,1836.17,1835.665,1836.135,-1,-1
2022-01-24 9:44,1836.135,1836.455,1836.13,1836.315,-1,-1
2022-01-24 9:45,1836.315,1836.44,1836.015,1836.22,-1,-1
2022-01-24 9:46,1836.22,1836.275,1835.79,1835.8,-1,-1
2022-01-24 9:47,1835.8,1835.985,1835.715,1835.74,-1,-1
2022-01-24 9:48,1835.74,1835.89,1835.64,1835.74,-1,-1
2022-01-24 9:49,1835.74,1835.855,1835.57,1835.715,-1,-1
2022-01-24 9:50,1835.715,1835.965,1835.59,1835.625,-1,-1
2022-01-24 9:51,1835.625,1835.825,1835.57,1835.675,-1,-1
2022-01-24 9:52,1835.675,1835.675,1835.39,1835.535,-1,-1
2022-01-24 9:53,1835.535,1835.63,1835.505,1835.53,-1,-1
2022-01-24 9:54,1835.53,1835.72,1835.53,1835.66,-1,-1
2022-01-24 9:55,1835.66,1835.695,1835.4,1835.465,-1,-1
2022-01-24 9:56,1835.465,1835.465,1835.12,1835.205,-1,-1
2022-01-24 9:57,1835.205,1836.05,1835.135,1836.035,-1,-1
2022-01-24 9:58,1836.035,1836.18,1835.775,1836.165,-1,-1
2022-01-24 9:59,1836.165,1836.225,1836.07,1836.21,-1,-1
2022-01-24 10:00,1836.21,1836.325,1835.865,1836.325,-1,-1
2022-01-24 10:01,1836.325,1836.395,1836.27,1836.375,-1,-1
2022-01-24 10:02,1836.375,1836.785,1836.34,1836.75,-1,-1
2022-01-24 10:03,1836.75,1836.84,1836.72,1836.725,-1,-1
2022-01-24 10:04,1836.725,1836.765,1836.67,1836.685,-1,-1
2022-01-24 10:05,1836.685,1836.705,1836.505,1836.525,-1,-1
2022-01-24 10:06,1836.525,1836.525,1836.015,1836.065,-1,-1
2022-01-24 10:07,1836.065,1836.125,1835.82,1835.82,-1,-1
2022-01-24 10:08,1835.82,1836.015,1835.82,1836.01,-1,-1
2022-01-24 10:09,1836.01,1836.23,1835.975,1836.185,-1,-1
2022-01-24 10:10,1836.185,1836.215,1836.115,1836.165,-1,-1
2022-01-24 10:11,1836.165,1836.215,1836.085,1836.165,-1,-1
2022-01-24 10:12,1836.165,1836.34,1835.81,1835.83,-1,-1
2022-01-24 10:13,1835.83,1835.91,1835.76,1835.785,-1,-1
2022-01-24 10:14,1835.785,1835.785,1835.545,1835.62,-1,-1
2022-01-24 10:15,1835.62,1835.95,1835.53,1835.635,-1,-1
2022-01-24 10:16,1835.635,1835.67,1835.52,1835.52,-1,-1
2022-01-24 10:17,1835.52,1835.705,1835.425,1835.66,-1,-1
2022-01-24 10:18,1835.66,1835.8,1835.61,1835.8,-1,-1
2022-01-24 10:19,1835.8,1836.005,1835.77,1836.005,-1,-1
2022-01-24 10:20,1836.005,1836.16,1835.99,1836.14,-1,-1
2022-01-24 10:21,1836.14,1836.24,1836.085,1836.205,-1,-1
2022-01-24 10:22,1836.205,1836.24,1835.965,1835.99,-1,-1
2022-01-24 10:23,1835.99,1836.145,1835.965,1836.105,-1,-1
2022-01-24 10:24,1836.105,1836.54,1836.105,1836.39,-1,-1
2022-01-24 10:25,1836.39,1836.65,1836.39,1836.64,-1,-1
2022-01-24 10:26,1836.64,1836.67,1836.54,1836.63,-1,-1
2022-01-24 10:27,1836.63,1836.64,1836.405,1836.64,-1,-1
2022-01-24 10:28,1836.64,1836.81,1836.59,1836.81,-1,-1
2022-01-24 10:29,1836.81,1836.965,1836.81,1836.91,-1,-1
2022-01-24 10:30,1836.91,1836.975,1836.605,1836.605,-1,-1
2022-01-24 10:31,1836.605,1836.745,1836.48,1836.505,-1,-1
2022-01-24 10:32,1836.505,1836.55,1836.125,1836.375,-1,-1
2022-01-24 10:33,1836.375,1836.495,1836.26,1836.395,-1,-1
2022-01-24 10:34,1836.395,1836.7,1836.345,1836.685,-1,-1
2022-01-24 10:35,1836.685,1836.8,1836.59,1836.605,-1,-1
2022-01-24 10:36,1836.605,1836.635,1836.33,1836.4,-1,-1
2022-01-24 10:37,1836.4,1836.6,1836.375,1836.535,-1,-1
2022-01-24 10:38,1836.535,1836.68,1836.48,1836.63,-1,-1
2022-01-24 10:39,1836.63,1837.13,1836.575,1837.115,-1,-1
2022-01-24 10:40,1837.115,1837.115,1836.805,1836.955,-1,-1
2022-01-24 10:41,1836.955,1837.16,1836.915,1837.145,-1,-1
2022-01-24 10:42,1837.145,1837.39,1837.13,1837.325,-1,-1
2022-01-24 10:43,1837.325,1837.34,1837.22,1837.255,-1,-1
2022-01-24 10:44,1837.255,1837.38,1837.235,1837.3,-1,-1
2022-01-24 10:45,1837.3,1837.3,1836.905,1837.15,-1,-1
2022-01-24 10:46,1837.15,1837.31,1837.07,1837.185,-1,-1
2022-01-24 10:47,1837.185,1837.34,1837.105,1837.245,-1,-1
2022-01-24 10:48,1837.245,1837.26,1837.18,1837.215,-1,-1
2022-01-24 10:49,1837.215,1837.275,1837.185,1837.255,-1,-1
2022-01-24 10:50,1837.255,1837.325,1837.14,1837.32,-1,-1
2022-01-24 10:51,1837.32,1837.445,1837.14,1837.185,-1,-1
2022-01-24 10:52,1837.185,1837.345,1836.935,1836.945,-1,-1
2022-01-24 10:53,1836.945,1837.065,1836.855,1836.905,-1,-1
2022-01-24 10:54,1836.905,1836.935,1836.55,1836.56,-1,-1
2022-01-24 10:55,1836.56,1836.915,1836.525,1836.755,-1,-1
2022-01-24 10:56,1836.755,1836.755,1836.49,1836.54,-1,-1
2022-01-24 10:57,1836.54,1836.615,1836.46,1836.55,-1,-1
2022-01-24 10:58,1836.55,1836.715,1836.55,1836.64,-1,-1
2022-01-24 10:59,1836.64,1836.725,1836.54,1836.685,-1,-1
2022-01-24 11:00,1836.685,1837.065,1836.665,1837.06,-1,-1
2022-01-24 11:01,1837.06,1837.445,1837.05,1837.435,-1,-1
2022-01-24 11:02,1837.435,1837.525,1837.335,1837.465,-1,-1
2022-01-24 11:03,1837.465,1837.465,1837.165,1837.165,-1,-1
2022-01-24 11:04,1837.165,1837.165,1836.72,1836.73,-1,-1
2022-01-24 11:05,1836.73,1836.855,1836.62,1836.645,-1,-1
2022-01-24 11:06,1836.645,1836.685,1836.62,1836.67,-1,-1
2022-01-24 11:07,1836.67,1836.76,1836.25,1836.265,-1,-1
2022-01-24 11:08,1836.265,1836.46,1836.215,1836.345,-1,-1
2022-01-24 11:09,1836.345,1836.355,1836.01,1836.16,-1,-1
2022-01-24 11:10,1836.16,1836.16,1835.91,1835.91,-1,-1
2022-01-24 11:11,1835.91,1836.16,1835.91,1836.045,-1,-1
2022-01-24 11:12,1836.045,1836.185,1835.92,1836.15,-1,-1
2022-01-24 11:13,1836.15,1836.175,1835.915,1835.965,-1,-1
2022-01-24 11:14,1835.965,1835.975,1835.715,1835.895,-1,-1
2022-01-24 11:15,1835.895,1836.295,1835.895,1836.245,-1,-1
2022-01-24 11:16,1836.245,1836.37,1836.185,1836.185,-1,-1
2022-01-24 11:17,1836.185,1836.24,1836.175,1836.185,-1,-1
2022-01-24 11:18,1836.185,1836.235,1836.05,1836.05,-1,-1
2022-01-24 11:19,1836.05,1836.09,1835.98,1836.05,-1,-1
2022-01-24 11:20,1836.05,1836.16,1835.985,1836.075,-1,-1
2022-01-24 11:21,1836.075,1836.28,1836.01,1836.245,-1,-1
2022-01-24 11:22,1836.245,1836.285,1836.045,1836.05,-1,-1
2022-01-24 11:23,1836.05,1836.175,1836.035,1836.095,-1,-1
2022-01-24 11:24,1836.095,1836.095,1835.96,1836.025,-1,-1
2022-01-24 11:25,1836.025,1836.07,1835.78,1835.78,-1,-1
2022-01-24 11:26,1835.78,1835.94,1835.72,1835.94,-1,-1
2022-01-24 11:27,1835.94,1835.97,1835.835,1835.89,-1,-1
2022-01-24 11:28,1835.89,1835.975,1835.88,1835.94,-1,-1
2022-01-24 11:29,1835.94,1835.965,1835.72,1835.725,-1,-1
2022-01-24 11:30,1835.725,1835.915,1835.725,1835.88,-1,-1
2022-01-24 11:31,1835.88,1836.115,1835.85,1836.065,-1,-1
2022-01-24 11:32,1836.065,1836.18,1836.035,1836.18,-1,-1
2022-01-24 11:33,1836.18,1836.285,1836.165,1836.285,-1,-1
2022-01-24 11:34,1836.285,1836.29,1836.255,1836.265,-1,-1
2022-01-24 11:35,1836.265,1836.27,1836.11,1836.11,-1,-1
2022-01-24 11:36,1836.11,1836.125,1835.965,1836.07,-1,-1
2022-01-24 11:37,1836.07,1836.105,1835.97,1835.97,-1,-1
2022-01-24 11:38,1835.97,1835.995,1835.865,1835.995,-1,-1
2022-01-24 11:39,1835.995,1836.065,1835.965,1836,-1,-1
2022-01-24 11:40,1836,1836,1835.9,1835.915,-1,-1
2022-01-24 11:41,1835.915,1836,1835.915,1835.99,-1,-1
2022-01-24 11:42,1835.99,1836.02,1835.955,1835.965,-1,-1
2022-01-24 11:43,1835.965,1835.97,1835.9,1835.96,-1,-1
2022-01-24 11:44,1835.96,1836.145,1835.94,1836.09,-1,-1
2022-01-24 11:45,1836.09,1836.44,1836.085,1836.44,-1,-1
2022-01-24 11:46,1836.44,1836.6,1836.42,1836.59,-1,-1
2022-01-24 11:47,1836.59,1836.6,1836.415,1836.415,-1,-1
2022-01-24 11:48,1836.415,1836.82,1836.41,1836.8,-1,-1
2022-01-24 11:49,1836.8,1836.9,1836.755,1836.895,-1,-1
2022-01-24 11:50,1836.895,1836.965,1836.735,1836.965,-1,-1
2022-01-24 11:51,1836.965,1837.055,1836.96,1836.98,-1,-1
2022-01-24 11:52,1836.98,1837.07,1836.895,1837.07,-1,-1
2022-01-24 11:53,1837.07,1837.13,1837.02,1837.03,-1,-1
2022-01-24 11:54,1837.03,1837.05,1836.81,1836.85,-1,-1
2022-01-24 11:55,1836.85,1836.93,1836.85,1836.905,-1,-1
2022-01-24 11:56,1836.905,1836.905,1836.775,1836.79,-1,-1
2022-01-24 11:57,1836.79,1836.855,1836.77,1836.77,-1,-1
2022-01-24 11:58,1836.77,1836.79,1836.675,1836.675,-1,-1
2022-01-24 11:59,1836.675,1836.685,1836.575,1836.6,-1,-1
2022-01-24 12:00,1836.6,1836.72,1836.48,1836.56,-1,-1
2022-01-24 12:01,1836.56,1836.63,1836.295,1836.325,-1,-1
2022-01-24 12:02,1836.325,1836.49,1836.32,1836.435,-1,-1
2022-01-24 12:03,1836.435,1836.53,1836.43,1836.49,-1,-1
2022-01-24 12:04,1836.49,1836.695,1836.49,1836.685,-1,-1
2022-01-24 12:05,1836.685,1836.815,1836.675,1836.735,-1,-1
2022-01-24 12:06,1836.735,1836.83,1836.735,1836.82,-1,-1
2022-01-24 12:07,1836.82,1836.835,1836.79,1836.835,-1,-1
2022-01-24 12:08,1836.835,1836.9,1836.765,1836.775,-1,-1
2022-01-24 12:09,1836.775,1836.83,1836.75,1836.79,-1,-1
2022-01-24 12:10,1836.79,1836.925,1836.755,1836.915,-1,-1
2022-01-24 12:11,1836.915,1836.99,1836.915,1836.95,-1,-1
2022-01-24 12:12,1836.95,1837.085,1836.945,1837.025,-1,-1
2022-01-24 12:13,1837.025,1837.075,1836.905,1836.925,-1,-1
2022-01-24 12:14,1836.925,1836.93,1836.865,1836.9,-1,-1
2022-01-24 12:15,1836.9,1836.91,1836.785,1836.8,-1,-1
2022-01-24 12:16,1836.8,1836.885,1836.79,1836.83,-1,-1
2022-01-24 12:17,1836.83,1836.91,1836.83,1836.885,-1,-1
2022-01-24 12:18,1836.885,1836.91,1836.885,1836.91,-1,-1
2022-01-24 12:19,1836.91,1836.91,1836.825,1836.91,-1,-1
2022-01-24 12:20,1836.91,1836.955,1836.895,1836.92,-1,-1
2022-01-24 12:21,1836.92,1837.29,1836.92,1837.285,-1,-1
2022-01-24 12:22,1837.285,1837.29,1837.225,1837.285,-1,-1
2022-01-24 12:23,1837.285,1837.285,1837.115,1837.15,-1,-1
2022-01-24 12:24,1837.15,1837.335,1837.1,1837.29,-1,-1
2022-01-24 12:25,1837.29,1837.305,1837.225,1837.255,-1,-1
2022-01-24 12:26,1837.255,1837.315,1837.23,1837.255,-1,-1
2022-01-24 12:27,1837.255,1837.37,1837.255,1837.34,-1,-1
2022-01-24 12:28,1837.34,1837.495,1837.34,1837.435,-1,-1
2022-01-24 12:29,1837.435,1837.465,1837.235,1837.245,-1,-1
2022-01-24 12:30,1837.245,1837.25,1837.12,1837.13,-1,-1
2022-01-24 12:31,1837.13,1837.325,1837.11,1837.32,-1,-1
2022-01-24 12:32,1837.32,1837.36,1837.275,1837.355,-1,-1
2022-01-24 12:33,1837.355,1837.355,1837.315,1837.325,-1,-1
2022-01-24 12:34,1837.325,1837.505,1837.32,1837.5,-1,-1
2022-01-24 12:35,1837.5,1837.5,1837.34,1837.34,-1,-1
2022-01-24 12:36,1837.34,1837.43,1837.33,1837.415,-1,-1
2022-01-24 12:37,1837.415,1837.535,1837.415,1837.51,-1,-1
2022-01-24 12:38,1837.51,1837.545,1837.495,1837.5,-1,-1
2022-01-24 12:39,1837.5,1837.625,1837.485,1837.51,-1,-1
2022-01-24 12:40,1837.51,1837.53,1837.415,1837.515,-1,-1
2022-01-24 12:41,1837.515,1837.605,1837.515,1837.6,-1,-1
2022-01-24 12:42,1837.6,1837.61,1837.49,1837.49,-1,-1
2022-01-24 12:43,1837.49,1837.535,1837.49,1837.495,-1,-1
2022-01-24 12:44,1837.495,1837.54,1837.39,1837.405,-1,-1
2022-01-24 12:45,1837.405,1837.405,1837.3,1837.305,-1,-1
2022-01-24 12:46,1837.305,1837.49,1837.29,1837.48,-1,-1
2022-01-24 12:47,1837.48,1837.495,1837.405,1837.43,-1,-1
2022-01-24 12:48,1837.43,1837.43,1837.395,1837.4,-1,-1
2022-01-24 12:49,1837.4,1837.5,1837.4,1837.5,-1,-1
2022-01-24 12:50,1837.5,1837.5,1837.395,1837.5,-1,-1
2022-01-24 12:51,1837.5,1837.54,1837.485,1837.495,-1,-1
2022-01-24 12:52,1837.495,1837.55,1837.495,1837.55,-1,-1
2022-01-24 12:53,1837.55,1837.665,1837.55,1837.605,-1,-1
2022-01-24 12:54,1837.605,1837.885,1837.6,1837.835,-1,-1
2022-01-24 12:55,1837.835,1837.895,1837.815,1837.895,-1,-1
2022-01-24 12:56,1837.895,1837.895,1837.745,1837.79,-1,-1
2022-01-24 12:57,1837.79,1838.045,1837.79,1838.02,-1,-1
2022-01-24 12:58,1838.02,1838.045,1837.78,1837.795,-1,-1
2022-01-24 12:59,1837.795,1838.005,1837.795,1837.985,-1,-1
2022-01-24 13:00,1837.985,1838.26,1837.975,1838.155,-1,-1
2022-01-24 13:01,1838.155,1838.495,1838.15,1838.41,-1,-1
2022-01-24 13:02,1838.41,1838.475,1838.14,1838.175,-1,-1
2022-01-24 13:03,1838.175,1838.205,1837.86,1838,-1,-1
2022-01-24 13:04,1838,1838.27,1837.965,1838.265,-1,-1
2022-01-24 13:05,1838.265,1838.265,1838.1,1838.11,-1,-1
2022-01-24 13:06,1838.11,1838.16,1837.785,1837.795,-1,-1
2022-01-24 13:07,1837.795,1837.97,1837.745,1837.96,-1,-1
2022-01-24 13:08,1837.96,1837.985,1837.83,1837.96,-1,-1
2022-01-24 13:09,1837.96,1838.045,1837.88,1837.96,-1,-1
2022-01-24 13:10,1837.96,1838.045,1837.935,1837.985,-1,-1
2022-01-24 13:11,1837.985,1838.045,1837.93,1837.985,-1,-1
2022-01-24 13:12,1837.985,1838.055,1837.94,1837.96,-1,-1
2022-01-24 13:13,1837.96,1837.96,1837.39,1837.41,-1,-1
2022-01-24 13:14,1837.41,1837.41,1837.305,1837.305,-1,-1
2022-01-24 13:15,1837.305,1837.31,1836.99,1837.07,-1,-1
2022-01-24 13:16,1837.07,1837.08,1836.96,1836.965,-1,-1
