,open,high,low,close,volume
2022-12-13 22:27:00,1820.065,1820.76,1819.41,1820.605,-1
2022-12-13 22:28:00,1820.605,1820.695,1818.735,1819.455,-1
2022-12-13 22:29:00,1819.455,1819.62,1818.525,1818.665,-1
2022-12-13 22:30:00,1818.665,1820.17,1818.485,1819.26,-1
2022-12-13 22:31:00,1819.26,1820.195,1817.6,1818.1,-1
2022-12-13 22:32:00,1818.1,1819.21,1816.71,1818.99,-1
2022-12-13 22:33:00,1818.99,1819.49,1817.58,1817.685,-1
2022-12-13 22:34:00,1817.685,1818.965,1817.635,1818.455,-1
2022-12-13 22:35:00,1818.455,1818.915,1817.215,1817.305,-1
2022-12-13 22:36:00,1817.305,1817.56,1816.695,1817.04,-1
2022-12-13 22:37:00,1817.04,1817.175,1815.94,1815.95,-1
2022-12-13 22:38:00,1815.95,1817.12,1815.415,1816.125,-1
2022-12-13 22:39:00,1816.125,1816.995,1815.03,1816.72,-1
2022-12-13 22:40:00,1816.72,1818.01,1816.72,1817.695,-1
2022-12-13 22:41:00,1817.695,1818.655,1817.38,1817.685,-1
2022-12-13 22:42:00,1817.685,1818.755,1817.535,1818.155,-1
2022-12-13 22:43:00,1818.155,1819.4,1818.12,1818.8,-1
2022-12-13 22:44:00,1818.8,1820.47,1818.745,1820.285,-1
2022-12-13 22:45:00,1820.285,1820.285,1819.615,1820.225,-1
2022-12-13 22:46:00,1820.225,1820.53,1819.9,1820.22,-1
2022-12-13 22:47:00,1820.22,1821.485,1820.075,1821.345,-1
2022-12-13 22:48:00,1821.345,1821.725,1821.09,1821.485,-1
2022-12-13 22:49:00,1821.485,1821.76,1820.735,1820.945,-1
2022-12-13 22:50:00,1820.945,1821.9,1819.765,1821.895,-1
2022-12-13 22:51:00,1821.895,1822.76,1820.575,1821.39,-1
2022-12-13 22:52:00,1821.39,1822.115,1821.13,1821.97,-1
2022-12-13 22:53:00,1821.97,1822.94,1821.55,1822.93,-1
2022-12-13 22:54:00,1822.93,1824.23,1822.845,1823.5,-1
2022-12-13 22:55:00,1823.5,1824.355,1823.445,1823.775,-1
2022-12-13 22:56:00,1823.775,1824.33,1823.52,1824.29,-1
2022-12-13 22:57:00,1824.29,1824.53,1823.535,1823.735,-1
2022-12-13 22:58:00,1823.735,1824.345,1823.53,1824.11,-1
2022-12-13 22:59:00,1824.11,1824.14,1821.98,1822.09,-1
2022-12-13 23:00:00,1822.09,1824.02,1821.89,1823.745,-1
2022-12-13 23:01:00,1823.745,1824.555,1822.74,1822.95,-1
2022-12-13 23:02:00,1822.95,1823.055,1821.31,1821.53,-1
2022-12-13 23:03:00,1821.53,1822.45,1821.455,1821.475,-1
2022-12-13 23:04:00,1821.475,1822.2,1821.235,1821.7,-1
2022-12-13 23:05:00,1821.7,1821.73,1820.34,1820.505,-1
2022-12-13 23:06:00,1820.505,1821.15,1820.095,1820.285,-1
2022-12-13 23:07:00,1820.285,1820.74,1819.51,1819.565,-1
2022-12-13 23:08:00,1819.565,1820.66,1819.485,1819.82,-1
2022-12-13 23:09:00,1819.82,1820.065,1818.98,1819.215,-1
2022-12-13 23:10:00,1819.215,1819.395,1817.15,1817.22,-1
2022-12-13 23:11:00,1817.22,1818.245,1816.38,1817.95,-1
2022-12-13 23:12:00,1817.95,1818.68,1817.185,1818.21,-1
2022-12-13 23:13:00,1818.21,1819.73,1818.005,1819.505,-1
2022-12-13 23:14:00,1819.505,1820.185,1819.465,1819.765,-1
2022-12-13 23:15:00,1819.765,1819.775,1818.24,1819.105,-1
2022-12-13 23:16:00,1819.105,1819.72,1818.79,1818.85,-1
2022-12-13 23:17:00,1818.85,1819.17,1818.295,1818.47,-1
2022-12-13 23:18:00,1818.47,1818.59,1817.67,1817.76,-1
2022-12-13 23:19:00,1817.76,1818.745,1817.5,1818.635,-1
2022-12-13 23:20:00,1818.635,1818.92,1817.85,1818.835,-1
2022-12-13 23:21:00,1818.835,1818.985,1817.36,1817.39,-1
2022-12-13 23:22:00,1817.39,1817.89,1817.14,1817.49,-1
2022-12-13 23:23:00,1817.49,1818.2,1817.035,1817.14,-1
2022-12-13 23:24:00,1817.14,1817.225,1816.26,1816.735,-1
2022-12-13 23:25:00,1816.735,1816.765,1815.41,1815.74,-1
2022-12-13 23:26:00,1815.74,1816.905,1815.71,1816.665,-1
2022-12-13 23:27:00,1816.665,1816.73,1815.695,1816.445,-1
2022-12-13 23:28:00,1816.445,1816.49,1814.885,1815.415,-1
2022-12-13 23:29:00,1815.415,1815.44,1814.33,1814.52,-1
2022-12-13 23:30:00,1814.52,1814.56,1813.415,1813.5,-1
2022-12-13 23:31:00,1813.5,1814.275,1813.3,1813.66,-1
